Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Saint Kitts and Nevis,"Marine fish nei, prepared or preserved, not minced",Imports,Tonnes,33,39,50,50,58,84,72,76,75,81,116,107,110,80 F,75 F,90 F,66 F,...,...,2,2,3,0 0,1,2,1,1,2,1,2,3,2,3,2,2,1,...,0 F,-,-,-
Saint Kitts and Nevis,"Marine fish nei, smoked",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,...,...,0 0,-,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Marine fish nei, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,6,...,...,...,...,...,...,0 0,0 0,3,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Marine fish, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,0 0,0 0,0 0,0 0,0 0,-,0 0,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Marine fish, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-,-
Saint Kitts and Nevis,"Marine fish, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,0 0,0 0,0 0,...,...,...,0 0,-,1,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Marine fish, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15 F,34 F,64 F,6 F
Saint Kitts and Nevis,"Marine fish, frozen, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Marine mammal oils, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Miscellaneous demersal fish, nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,17 F,1 F,5 F,8 F
Saint Kitts and Nevis,"Miscellaneous marine fish, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,0 F,-
Saint Kitts and Nevis,"Miscellaneous pelagic fish fillets, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Miscellaneous pelagic fish fillets, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,Ornamental fish nei,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,1,1,1,1,1,1,1,-,-,-,-,-
Saint Kitts and Nevis,"Pacific salmons, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Pacific salmons, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,1,1,0 0,0 0,2,4,2,3,1,...,2,11,6,0 F,...,...,...,11 F
Saint Kitts and Nevis,"Pilchards (Sardinops spp.) and Sardinellas, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,0 0,4,-,0 0,1,-,-,-,-,-
Saint Kitts and Nevis,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,0 0,...,0 F,1 F,-,-
Saint Kitts and Nevis,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,40,47,52,...,...,...,...,...,...,...,...,...,6 F,-
Saint Kitts and Nevis,"Pink salmon, not minced, prepared or preserved, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,...,...,9 F
Saint Kitts and Nevis,"Plaices, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Saithe (= Pollock), salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Saithe (=Pollock), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-
Saint Kitts and Nevis,"Saithe (=Pollock), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-
Saint Kitts and Nevis,"Salmon fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-
Saint Kitts and Nevis,"Salmon fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,1 F,0 F,2 F,3 F
Saint Kitts and Nevis,"Salmon minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,2 F,-,4 F,-
Saint Kitts and Nevis,"Salmon nei prep. or pres., not minced, not in airtight containers",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20 F,16 F,11 F,9 F,2 F
Saint Kitts and Nevis,"Salmon nei, not minced, in oil, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Saint Kitts and Nevis,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,3,4,...,3,14,6,6,10,7,10,12,9,12,13,11,13,3 F,...,4 F,1 F,11 F
Saint Kitts and Nevis,"Salmonoids, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,1,2,-,0 0,1,-,-,0 0,0 0,0 0,1,0 0,0 0,1,0 0,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Salmonoids, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Salmonoids, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,3,0 0,-,0 0,2,8,7,5,5,7,34,3,10,14,3,0 0,-,-,-,-,0 0
Saint Kitts and Nevis,"Salmons, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,1,1,1,1,0 0,2,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Salmons, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,0 0,0 0,0 0,1,1,1,1,0 0,0 0,0 0,1,2,...,0 F,...,...,0 F
Saint Kitts and Nevis,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,0 0,...,...,0 0,0 0,0 0,0 0,0 0,-,-,0 0,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,64,59,10 F,62,47,60,...,...,...,0 0,50,138,89,83,105,33,0 F,2 F,6 F,0 F,1 F
Saint Kitts and Nevis,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Saury, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-
Saint Kitts and Nevis,"Seabass, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F
Saint Kitts and Nevis,"Seabass, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,0 0,0 0,0 0,1,0 0,0 0,0 0,2,0 0,...,2 F,2 F,3 F,3 F
Saint Kitts and Nevis,"Sharks nei, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Sharks nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,-,0 0,1,2,0 0,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Sharks nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,...,0 0,0 0,...,...,1,1,...,...,0 0,...,...,...,...,0 F,11 F,-,-,-
Saint Kitts and Nevis,"Skipjack prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,...,...,...,...,...,...,...,...,...,...,7 F,-
Saint Kitts and Nevis,"Skipjack tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,-,-,-,-,-,-,-,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Skipjack tuna, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Skipjack tuna, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,-,-,-,-,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,1 F
Saint Kitts and Nevis,"Soles, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Soles, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Southern bluefin tuna (Thunnus maccoyii), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Saint Kitts and Nevis,"Swordfish fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Swordfish fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Swordfish meat, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Swordfish, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Tilapia fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3 F,3 F,6 F,10 F,2 F
Saint Kitts and Nevis,"Tilapias, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,1 F,5 F
Saint Kitts and Nevis,"Toothfish (Dissostichus spp.), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,Trouts and chars live,Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,Trouts and chars live,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Trouts and chars, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Trouts and chars, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,0 0,-,-,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Trouts and chars, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,0 0,0 0,3,3,13,29,2,...,...,...,...,25 F,11 F
Saint Kitts and Nevis,"Tuna loins and fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1 F,-,-
Saint Kitts and Nevis,"Tunas nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,5,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Tunas nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,7,...,...,...,0 0,...,...,3,1,...,...,...,...,1,0 0,...,0 F,1 F,1 F,...,3 F
Saint Kitts and Nevis,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,1 F,-,-
Saint Kitts and Nevis,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,26,52,...,60,73,34,73,53,67,40,66,74,57,97,54,61,39 F,23 F,36 F,17 F,38 F
Saint Kitts and Nevis,"Tunas, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Tunas, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,0 0,...,...,...,...,...,...,0 0,...,...,...,1 F,-,9 F,-
Saint Kitts and Nevis,"Yellowfin tuna, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Yellowfin tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,0 0,0 0,0 0,...,0 0,...,...,...,5 F,-,-,-
Saint Kitts and Nevis,"Yellowfin tuna, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,...,1,2,2,2,2,2,3,1,1,1,...,...,0 F,...,0 F
Saint Lucia,"Alaska pollock fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,7,0 0
Saint Lucia,"Alaska pollock, dried, unsalted",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,-,5
Saint Lucia,"Alaska pollock, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8 F,-,-,-
Saint Lucia,"Albacore (=Longfin tuna), fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,...,-,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Lucia,"Albacore (=Longfin tuna), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,2 F,...,0 0,0 0,0 0
Saint Lucia,"Albacore (=Longfin tuna), frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,...,...,...,...,...,...,...,...,5 F,-,-,-,-
Saint Lucia,"Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,...,0 0,-,-,-,1,2,3,-,-,-,-,-,2,-,9
Saint Lucia,"Albacore (=Longfin tuna), frozen, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Lucia,"Anchovies, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,1,2,3,2,1,1,1,2,1,3,4,3,...,0 0,-,-,-,5,3,5
Saint Lucia,"Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-
Saint Lucia,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-
Saint Lucia,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,1 F,...,...,0 0,0 0
Saint Lucia,"Atlantic cod, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-
Saint Lucia,"Atlantic mackerel prepared or preserved, not minced",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-
Saint Lucia,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,2,2,0 0,1,...,0 0,0 0,0 0,0 0,1 F,...,1,0 0,-
Saint Lucia,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-
Saint Lucia,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1
Saint Lucia,"Catfish fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1,4,3
Saint Lucia,"Catfish, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,0 0,-
Saint Lucia,Caviar,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,1,0 0,0 0,0 0,0 0,1,1,1,0 0,1,1,1,...,1,2,...,...,...,...,...,3,0 0,0 0
Saint Lucia,Caviar and caviar substitutes,Imports,Tonnes,0 0,11,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
Saint Lucia,Caviar substitutes,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,0 0,...,0 0,...,...,0 0,...,...,...,0 0,...,0 0,...,...,...,...,1,1,0 0
Saint Lucia,"Clupeoids nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
